epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.013,1.15362,3.70109,1.52737,0.06503,0.14622,0.06178,0.02731,1.83539,20.0754,2.16741,0.00024,0.00024,0.00024
2,34.4389,1.29224,2.71907,1.56089,0.00481,0.75,0.00422,0.00177,2.4542,inf,3.57907,0.00049505,0.00049505,0.00049505
3,46.7494,1.46129,2.22605,1.76967,0.00168,0.39773,0.00142,0.00042,nan,nan,nan,0.000744952,0.000744952,0.000744952
4,58.9961,1.69813,2.31179,1.96783,0.00168,0.39773,0.00142,0.00042,nan,nan,nan,0.000989706,0.000989706,0.000989706
5,71.01,1.70534,2.31773,1.9982,0.00065,0.17045,0.0004,0.00011,nan,nan,nan,0.00122931,0.00122931,0.00122931
6,83.1864,1.62244,2.19965,1.91976,0.00047,0.125,0.00244,0.00053,nan,nan,nan,0.00146377,0.00146377,0.00146377
7,95.42,1.74225,2.23168,1.99281,0.00267,0.44318,0.00191,0.00056,3.42724,inf,56.4241,0.00169308,0.00169308,0.00169308
8,107.494,1.68732,2.14136,1.94646,0.00825,0.05682,0.00159,0.00053,4.65272,144.371,21.0521,0.0018614,0.0018614,0.0018614
9,119.602,1.8421,2.23256,2.08145,0.00268,0.06818,0.00273,0.00091,3.84762,inf,10.678,0.0018416,0.0018416,0.0018416
10,131.771,1.74054,2.22514,2.02831,0.02231,0.125,0.00685,0.00215,3.55823,nan,6.60621,0.0018218,0.0018218,0.0018218
11,143.922,1.63152,2.12198,1.94449,0.03514,0.28409,0.01708,0.00512,3.01272,nan,4.68763,0.001802,0.001802,0.001802
12,156.11,1.59821,2.0508,1.87403,0.00707,0.44318,0.00535,0.00173,3.09785,inf,23.1711,0.0017822,0.0017822,0.0017822
13,168.267,1.65178,2.12148,1.93133,0.06107,0.09091,0.04624,0.01498,2.57734,56.6677,5.54771,0.0017624,0.0017624,0.0017624
14,180.369,1.54024,1.96589,1.84203,0.14382,0.35227,0.11582,0.04638,2.13493,11.2396,2.92806,0.0017426,0.0017426,0.0017426
15,192.596,1.52345,2.01994,1.8081,0.01492,0.05682,0.00459,0.00101,3.38218,12.5559,4.87289,0.0017228,0.0017228,0.0017228
16,204.668,1.54853,1.86056,1.85777,0.01359,0.10227,0.00646,0.00182,2.98753,11.0243,4.57623,0.001703,0.001703,0.001703
17,216.798,1.47715,1.79569,1.8224,0.23539,0.31818,0.13919,0.05,1.92772,12.1423,2.41207,0.0016832,0.0016832,0.0016832
18,229.142,1.48681,1.89045,1.801,0.22295,0.29545,0.13954,0.04992,2.03556,5.45955,2.79467,0.0016634,0.0016634,0.0016634
19,241.31,1.44919,1.834,1.76105,0.29959,0.33053,0.1984,0.07265,1.87916,3.70112,2.29246,0.0016436,0.0016436,0.0016436
20,253.643,1.41602,1.76342,1.7191,0.2343,0.19318,0.12294,0.0578,2.21247,3.67371,2.72959,0.0016238,0.0016238,0.0016238
21,265.745,1.44181,1.67917,1.74996,0.41961,0.43182,0.36881,0.18231,1.62744,2.79489,2.0404,0.001604,0.001604,0.001604
22,278.102,1.42489,1.7803,1.70945,0.31411,0.27273,0.16232,0.05712,2.04484,3.6087,2.55085,0.0015842,0.0015842,0.0015842
23,290.198,1.41442,1.64308,1.69308,0.28356,0.40909,0.22941,0.0912,2.08073,4.17154,2.66714,0.0015644,0.0015644,0.0015644
24,302.334,1.47276,1.71778,1.75503,0.19856,0.43182,0.19509,0.07104,2.00035,3.22976,2.41929,0.0015446,0.0015446,0.0015446
25,314.413,1.41266,1.69515,1.73971,0.20629,0.39578,0.22542,0.08193,1.95409,4.12319,2.40509,0.0015248,0.0015248,0.0015248
26,326.482,1.40442,1.71655,1.68106,0.27125,0.48864,0.30009,0.12779,1.59172,2.01104,2.00051,0.001505,0.001505,0.001505
27,338.53,1.36761,1.57328,1.66871,0.47191,0.5,0.49627,0.25892,1.4627,2.24379,1.88984,0.0014852,0.0014852,0.0014852
28,350.823,1.33273,1.57341,1.66499,0.36047,0.40909,0.33626,0.16139,1.77064,2.34062,2.18667,0.0014654,0.0014654,0.0014654
29,362.921,1.34115,1.61019,1.66212,0.57056,0.36364,0.38613,0.18769,1.67443,2.60886,2.14641,0.0014456,0.0014456,0.0014456
30,374.975,1.2628,1.52635,1.55815,0.50525,0.52273,0.45158,0.24461,1.57329,2.17962,1.95722,0.0014258,0.0014258,0.0014258
31,387.071,1.32182,1.54796,1.668,0.39913,0.48864,0.41722,0.21256,1.47355,2.55418,1.90167,0.001406,0.001406,0.001406
32,399.201,1.27718,1.53804,1.6018,0.445,0.44318,0.4416,0.24628,1.36756,1.86753,1.80045,0.0013862,0.0013862,0.0013862
33,411.308,1.26858,1.46348,1.60833,0.52846,0.54545,0.5532,0.28815,1.45647,2.02776,1.88388,0.0013664,0.0013664,0.0013664
34,423.535,1.28615,1.41105,1.62686,0.56549,0.50286,0.49579,0.25895,1.58327,1.95416,1.95335,0.0013466,0.0013466,0.0013466
35,435.572,1.30696,1.46106,1.63072,0.45707,0.64773,0.53887,0.27585,1.51404,1.63239,1.8721,0.0013268,0.0013268,0.0013268
36,447.638,1.23537,1.45176,1.57792,0.57918,0.6256,0.61296,0.35993,1.32119,1.56254,1.72877,0.001307,0.001307,0.001307
37,459.93,1.15574,1.37148,1.54116,0.52019,0.5,0.49209,0.26098,1.5802,2.02903,1.9709,0.0012872,0.0012872,0.0012872
38,472.019,1.18601,1.3121,1.51191,0.53347,0.57955,0.56262,0.31432,1.27331,1.62868,1.71649,0.0012674,0.0012674,0.0012674
39,484.039,1.18178,1.33406,1.51732,0.66103,0.66484,0.63264,0.37668,1.34673,1.37721,1.71518,0.0012476,0.0012476,0.0012476
40,496.274,1.24352,1.35019,1.63398,0.59658,0.60498,0.61186,0.3602,1.28967,1.44552,1.7507,0.0012278,0.0012278,0.0012278
41,508.306,1.185,1.30415,1.54193,0.55992,0.59091,0.64352,0.37562,1.33406,1.50722,1.75205,0.001208,0.001208,0.001208
42,520.626,1.15676,1.26716,1.51314,0.55877,0.63636,0.60709,0.35823,1.35168,1.42855,1.7962,0.0011882,0.0011882,0.0011882
43,532.679,1.0897,1.22151,1.45115,0.66114,0.643,0.66966,0.41889,1.18805,1.34451,1.65281,0.0011684,0.0011684,0.0011684
44,544.95,1.14608,1.32592,1.50278,0.73499,0.59885,0.64547,0.36349,1.30589,1.36267,1.77517,0.0011486,0.0011486,0.0011486
45,556.998,1.20118,1.29069,1.52923,0.60931,0.65574,0.61338,0.34682,1.37968,1.46452,1.81303,0.0011288,0.0011288,0.0011288
46,569.067,1.08306,1.17027,1.45136,0.5552,0.64773,0.57859,0.32855,1.44888,1.49943,1.81979,0.001109,0.001109,0.001109
47,581.126,1.17855,1.32384,1.5947,0.74165,0.54545,0.66419,0.41724,1.22983,1.31609,1.61755,0.0010892,0.0010892,0.0010892
48,593.204,1.01161,1.07148,1.37884,0.68193,0.69318,0.70819,0.46355,1.21766,1.20655,1.65726,0.0010694,0.0010694,0.0010694
49,605.419,1.08537,1.08044,1.45047,0.78482,0.63636,0.70284,0.43647,1.22225,1.28901,1.61679,0.0010496,0.0010496,0.0010496
50,617.491,1.05055,1.10351,1.40414,0.80731,0.63636,0.71132,0.46016,1.18723,1.25491,1.58861,0.0010298,0.0010298,0.0010298
51,629.529,1.07763,1.13978,1.43692,0.67308,0.57955,0.63009,0.385,1.36829,1.48269,1.80556,0.00101,0.00101,0.00101
52,641.616,1.1214,1.21805,1.49995,0.77608,0.65909,0.73163,0.47735,1.26141,1.24428,1.65083,0.0009902,0.0009902,0.0009902
53,653.816,1.01814,1.12399,1.4136,0.6297,0.71499,0.71658,0.4588,1.16796,1.13233,1.57398,0.0009704,0.0009704,0.0009704
54,665.897,1.05183,1.11282,1.44599,0.60328,0.76136,0.68835,0.44506,1.21798,1.2802,1.65637,0.0009506,0.0009506,0.0009506
55,677.999,1.05662,1.16426,1.45567,0.73017,0.625,0.69749,0.46327,1.2979,1.31851,1.70243,0.0009308,0.0009308,0.0009308
56,690.097,0.98673,1.07095,1.38777,0.61495,0.65909,0.67624,0.43723,1.21171,1.29436,1.64262,0.000911,0.000911,0.000911
