epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,112.615,1.17935,2.59751,1.47873,0.06416,0.26171,0.0319,0.00807,2.96236,6.30266,6.29716,0.000658333,0.000658333,0.000658333
2,214.174,1.39069,1.47568,1.63357,0.02666,0.41722,0.01744,0.0054,2.97387,inf,5.08552,0.00131188,0.00131188,0.00131188
3,315.608,1.44686,1.52664,1.68787,0.01751,0.39214,0.01167,0.00396,2.49915,31.2311,3.31411,0.00195223,0.00195223,0.00195223
4,413.212,1.40563,1.46541,1.64051,0.25749,0.3587,0.20389,0.08431,2.09143,4.45689,2.69898,0.0019406,0.0019406,0.0019406
5,512.797,1.3236,1.34311,1.57583,0.6625,0.60235,0.60763,0.3099,1.59076,1.51224,2.1064,0.0019208,0.0019208,0.0019208
6,610.38,1.24446,1.23283,1.52322,0.70144,0.68755,0.73037,0.44783,1.35673,1.28488,1.78521,0.001901,0.001901,0.001901
7,710.316,1.20148,1.18534,1.49299,0.72811,0.66639,0.7205,0.40773,1.4215,1.47554,1.84997,0.0018812,0.0018812,0.0018812
8,806.56,1.14728,1.13522,1.44731,0.66171,0.70569,0.70918,0.42243,1.28656,1.19614,1.74002,0.0018614,0.0018614,0.0018614
9,905.684,1.12499,1.05838,1.43183,0.79395,0.71202,0.79304,0.52859,1.13243,1.0069,1.57307,0.0018416,0.0018416,0.0018416
10,1002.19,1.08768,1.02242,1.4012,0.77574,0.78089,0.82899,0.55718,1.08369,0.96168,1.51874,0.0018218,0.0018218,0.0018218
11,1100.77,1.05704,0.98861,1.38263,0.82693,0.7709,0.85331,0.58183,1.09039,0.92778,1.49553,0.001802,0.001802,0.001802
12,1197.65,1.04245,0.95453,1.36991,0.77469,0.74171,0.79949,0.5078,1.25734,1.04964,1.65752,0.0017822,0.0017822,0.0017822
13,1296.66,1.0274,0.94186,1.35344,0.81748,0.79014,0.86323,0.62572,0.98127,0.83119,1.42411,0.0017624,0.0017624,0.0017624
14,1393.49,1.01767,0.93921,1.35952,0.65274,0.62207,0.653,0.40379,1.32275,1.22386,1.77567,0.0017426,0.0017426,0.0017426
15,1493.45,0.9989,0.88942,1.34073,0.84764,0.74891,0.84925,0.6199,0.97647,0.85264,1.41791,0.0017228,0.0017228,0.0017228
