epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,110.836,1.3265,1.60825,1.6205,0.04089,0.26087,0.01623,0.00417,nan,nan,nan,0.00066129,0.00066129,0.00066129
2,214.813,1.62503,1.79339,1.85137,0.39586,0.50251,0.38487,0.17702,1.90781,2.93137,2.54971,0.00131481,0.00131481,0.00131481
3,317.952,1.51007,1.68278,1.75856,0.52294,0.49498,0.48237,0.2219,1.84477,3.18241,2.71563,0.00195513,0.00195513,0.00195513
4,420.692,1.44792,1.54859,1.70753,0.44312,0.51505,0.45244,0.21156,1.88919,2.19393,2.51365,0.0019406,0.0019406,0.0019406
5,523.437,1.36124,1.40983,1.62795,0.6262,0.60284,0.62242,0.34533,1.50744,1.66996,1.95563,0.0019208,0.0019208,0.0019208
6,626.111,1.29086,1.34752,1.58549,0.76776,0.6388,0.73699,0.45403,1.29665,1.33605,1.72447,0.001901,0.001901,0.001901
7,728.832,1.23611,1.25622,1.54084,0.71279,0.67977,0.74012,0.45279,1.31861,1.24761,1.70546,0.0018812,0.0018812,0.0018812
8,831.313,1.19681,1.19218,1.5243,0.73145,0.70597,0.7619,0.49587,1.19497,1.26791,1.60123,0.0018614,0.0018614,0.0018614
9,934.106,1.14759,1.14051,1.46597,0.81086,0.71739,0.79589,0.55163,1.10106,1.05515,1.53769,0.0018416,0.0018416,0.0018416
10,1036.87,1.12509,1.1,1.44626,0.67969,0.64759,0.70047,0.39559,1.43458,1.36158,1.83006,0.0018218,0.0018218,0.0018218
11,1139.32,1.11724,1.07869,1.44736,0.74405,0.73579,0.80006,0.52936,1.11122,1.0998,1.5337,0.001802,0.001802,0.001802
12,1241.87,1.06728,1.04178,1.41253,0.75414,0.75753,0.79632,0.55061,1.06065,1.04757,1.50372,0.0017822,0.0017822,0.0017822
13,1344.52,1.05763,1.00332,1.39933,0.82114,0.79348,0.85914,0.60696,0.99751,0.86843,1.43694,0.0017624,0.0017624,0.0017624
14,1447.11,1.03831,0.9856,1.38637,0.84296,0.7854,0.86969,0.62845,0.98587,0.82286,1.42845,0.0017426,0.0017426,0.0017426
15,1549.7,1.03028,0.9767,1.37624,0.80521,0.71488,0.81459,0.5674,1.04162,0.95729,1.47259,0.0017228,0.0017228,0.0017228
16,1652.3,1.00109,0.93688,1.36099,0.84923,0.77843,0.86792,0.63724,0.93736,0.85174,1.3702,0.001703,0.001703,0.001703
17,1754.87,0.9903,0.92053,1.34484,0.86634,0.83027,0.89988,0.67603,0.86678,0.73919,1.30585,0.0016832,0.0016832,0.0016832
18,1857.53,0.98642,0.90107,1.34109,0.87431,0.77936,0.89718,0.68593,0.87155,0.74088,1.32806,0.0016634,0.0016634,0.0016634
19,1960.29,0.96745,0.87625,1.33323,0.81496,0.82854,0.87476,0.64877,0.91226,0.79165,1.35673,0.0016436,0.0016436,0.0016436
20,2062.65,0.96781,0.8753,1.33621,0.80386,0.79933,0.86535,0.64998,0.90161,0.80247,1.34516,0.0016238,0.0016238,0.0016238
21,2165.16,0.9463,0.8658,1.32037,0.85208,0.84772,0.90878,0.70345,0.81189,0.68595,1.27578,0.001604,0.001604,0.001604
22,2267.79,0.94831,0.84277,1.31924,0.8703,0.83027,0.91049,0.6997,0.83209,0.69429,1.27558,0.0015842,0.0015842,0.0015842
23,2370.24,0.93384,0.83,1.30501,0.86184,0.85536,0.91375,0.71347,0.80873,0.64433,1.26416,0.0015644,0.0015644,0.0015644
24,2472.73,0.91049,0.79836,1.28872,0.88705,0.84448,0.91653,0.72136,0.80085,0.65479,1.24743,0.0015446,0.0015446,0.0015446
25,2575.29,0.89018,0.77591,1.27616,0.88914,0.88211,0.93423,0.74533,0.74994,0.5999,1.21325,0.0015248,0.0015248,0.0015248
26,2678.03,0.8864,0.76132,1.27301,0.90276,0.82281,0.91129,0.70446,0.85325,0.67469,1.28336,0.001505,0.001505,0.001505
27,2780.38,0.87113,0.75212,1.26695,0.91068,0.85117,0.92678,0.74634,0.75366,0.61046,1.20067,0.0014852,0.0014852,0.0014852
