epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,177.572,0.7938,1.17016,1.2687,0.60024,0.65395,0.65755,0.49471,0.9706,1.76263,1.45547,0.000594125,0.000594125,0.000594125
55,181.71,0.81304,1.1908,1.25613,0.59743,0.64909,0.65274,0.49561,0.96074,1.75692,1.44004,0.00058175,0.00058175,0.00058175
56,184.602,0.74388,1.13563,1.23403,0.58422,0.61182,0.63963,0.49149,0.98001,1.74999,1.47366,0.000569375,0.000569375,0.000569375
57,187.222,0.77062,1.12517,1.23523,0.56264,0.636,0.64741,0.49782,0.96275,1.67905,1.44357,0.000557,0.000557,0.000557
58,189.813,0.72296,1.08065,1.21711,0.63892,0.65976,0.68742,0.52992,0.90668,1.52965,1.35499,0.000544625,0.000544625,0.000544625
59,192.775,0.75711,1.09199,1.24334,0.65636,0.66121,0.69464,0.53634,0.91727,1.5221,1.34763,0.00053225,0.00053225,0.00053225
60,196.681,0.72369,1.05445,1.21099,0.65635,0.67398,0.69228,0.54096,0.90089,1.55693,1.32881,0.000519875,0.000519875,0.000519875
61,200.345,0.70023,1.02937,1.2047,0.62884,0.65895,0.6758,0.52693,0.88781,1.57326,1.31124,0.0005075,0.0005075,0.0005075
62,203.1,0.74388,1.06768,1.21384,0.64418,0.59331,0.65518,0.50168,0.90236,1.6514,1.31803,0.000495125,0.000495125,0.000495125
63,205.755,0.71445,1.03952,1.17191,0.58132,0.65504,0.64778,0.4954,0.89235,1.66269,1.31008,0.00048275,0.00048275,0.00048275
64,208.304,0.74059,1.03688,1.19978,0.72563,0.57419,0.67391,0.52817,0.84138,1.61036,1.27258,0.000470375,0.000470375,0.000470375
65,211.541,0.73513,1.05757,1.211,0.69362,0.63697,0.68434,0.53539,0.85212,1.57777,1.27818,0.000458,0.000458,0.000458
66,215.708,0.69793,0.98389,1.20943,0.73201,0.64421,0.74185,0.58631,0.88806,1.41811,1.3181,0.000445625,0.000445625,0.000445625
67,219.241,0.69912,1.03407,1.20597,0.75841,0.67104,0.75976,0.59129,0.91326,1.36384,1.35297,0.00043325,0.00043325,0.00043325
68,221.956,0.69797,1.02005,1.19381,0.77644,0.67111,0.76415,0.59621,0.89808,1.35421,1.34761,0.000420875,0.000420875,0.000420875
69,224.596,0.68577,1.00774,1.1954,0.7643,0.7074,0.7636,0.59396,0.88517,1.36358,1.33987,0.0004085,0.0004085,0.0004085
70,227.198,0.68134,0.98782,1.18232,0.76364,0.72011,0.77491,0.61951,0.90386,1.31711,1.36378,0.000396125,0.000396125,0.000396125
71,230.605,0.65246,0.91151,1.15271,0.7858,0.73792,0.78322,0.62647,0.87824,1.26153,1.34507,0.00038375,0.00038375,0.00038375
72,234.983,0.66536,0.90878,1.18559,0.86275,0.69126,0.80048,0.65462,0.85711,1.21887,1.31437,0.000371375,0.000371375,0.000371375
73,238.062,0.68589,0.94688,1.18781,0.80769,0.75092,0.79879,0.65291,0.84847,1.22099,1.30408,0.000359,0.000359,0.000359
74,240.667,0.6403,0.87371,1.14352,0.81216,0.73613,0.78587,0.63949,0.83458,1.23821,1.28276,0.000346625,0.000346625,0.000346625
75,243.343,0.65609,0.96165,1.15117,0.79265,0.72438,0.78008,0.63693,0.82748,1.26287,1.27687,0.00033425,0.00033425,0.00033425
76,246.131,0.66824,0.95912,1.17843,0.78807,0.69834,0.76843,0.63093,0.80713,1.30985,1.24173,0.000321875,0.000321875,0.000321875
77,250.076,0.65448,0.95326,1.15827,0.78481,0.71375,0.76326,0.6316,0.80623,1.33457,1.23242,0.0003095,0.0003095,0.0003095
78,254.035,0.67578,0.90698,1.17256,0.73362,0.7395,0.77626,0.63602,0.81321,1.32869,1.24405,0.000297125,0.000297125,0.000297125
79,256.816,0.64661,0.8803,1.14621,0.83729,0.64567,0.77825,0.64192,0.80952,1.32065,1.2447,0.00028475,0.00028475,0.00028475
80,259.42,0.65675,0.91064,1.16937,0.7623,0.73735,0.78972,0.65462,0.7914,1.27274,1.24023,0.000272375,0.000272375,0.000272375
81,262.047,0.60889,0.85969,1.09347,0.77334,0.74158,0.79791,0.6638,0.7819,1.23921,1.23912,0.00026,0.00026,0.00026
82,265.133,0.63704,0.85396,1.12782,0.82527,0.74823,0.81777,0.68201,0.77322,1.14568,1.2374,0.000247625,0.000247625,0.000247625
83,269.167,0.61095,0.87671,1.11728,0.8416,0.75807,0.82274,0.68311,0.7624,1.11992,1.22467,0.00023525,0.00023525,0.00023525
84,272.694,0.60746,0.8739,1.13027,0.83527,0.77735,0.82234,0.68385,0.75655,1.11394,1.20776,0.000222875,0.000222875,0.000222875
85,275.393,0.63927,0.91508,1.17538,0.84168,0.78053,0.82428,0.6822,0.76603,1.12181,1.20893,0.0002105,0.0002105,0.0002105
86,278.149,0.6143,0.85867,1.13539,0.85545,0.78343,0.82416,0.68299,0.76587,1.13025,1.21729,0.000198125,0.000198125,0.000198125
87,280.782,0.5949,0.83433,1.15472,0.86723,0.77161,0.82396,0.68962,0.75504,1.12967,1.2159,0.00018575,0.00018575,0.00018575
88,284.416,0.57766,0.82935,1.12315,0.8557,0.77536,0.82454,0.68141,0.7535,1.11212,1.21521,0.000173375,0.000173375,0.000173375
89,288.572,0.56665,0.82834,1.0933,0.8286,0.79244,0.82329,0.68156,0.75576,1.11144,1.21559,0.000161,0.000161,0.000161
90,291.909,0.63763,0.83558,1.1458,0.83286,0.78099,0.82516,0.68542,0.76291,1.10913,1.22538,0.000148625,0.000148625,0.000148625
91,296.935,0.51846,0.96225,1.11106,0.84525,0.77535,0.82624,0.68296,0.75988,1.09557,1.21891,0.00013625,0.00013625,0.00013625
92,299.961,0.54182,0.93895,1.13916,0.8265,0.78685,0.83261,0.67649,0.7755,1.11704,1.23032,0.000123875,0.000123875,0.000123875
93,303.635,0.51443,0.88182,1.11068,0.84426,0.76838,0.82819,0.66895,0.79667,1.15524,1.24776,0.0001115,0.0001115,0.0001115
94,307.515,0.49888,0.86506,1.09518,0.81946,0.774,0.82197,0.65339,0.83415,1.22592,1.276,9.9125e-05,9.9125e-05,9.9125e-05
95,310.264,0.50495,0.83553,1.06101,0.8126,0.76965,0.81682,0.6505,0.82912,1.23524,1.26548,8.675e-05,8.675e-05,8.675e-05
96,312.974,0.50021,0.85973,1.0911,0.8001,0.79884,0.8223,0.65618,0.79914,1.22054,1.23958,7.4375e-05,7.4375e-05,7.4375e-05
97,315.522,0.48116,0.83049,1.04843,0.83499,0.77068,0.82296,0.66011,0.78162,1.20559,1.22462,6.2e-05,6.2e-05,6.2e-05
98,318.443,0.46594,0.82106,1.00301,0.82919,0.7709,0.82179,0.67062,0.75456,1.16727,1.19974,4.9625e-05,4.9625e-05,4.9625e-05
99,322.159,0.47181,0.79955,1.07769,0.83452,0.77496,0.82188,0.67429,0.74622,1.14745,1.19351,3.725e-05,3.725e-05,3.725e-05
100,325.731,0.45087,0.77246,1.06975,0.82904,0.77602,0.82149,0.6812,0.7353,1.12713,1.19094,2.4875e-05,2.4875e-05,2.4875e-05
